W,I,web_name,team,T,px,m%,VA/M,VA/ML,p/g,p/gl,form,%,txn,gf,030621
,A,Knockaert,BHA,M,5.2,53,0.13,0.31,2.7,3.6,4.0,0.5,285,1,
,W,Willian,CHE,M,7.1,67,0.2,0.23,3.4,3.6,1.0,3.9,-504,0,
,J,Moutinho,WOL,M,5.4,85,0.24,0.3,3.3,3.6,2.0,8.0,-35191,-7,
,A,Townsend,CRY,M,5.9,95,0.24,0.25,3.4,3.5,1.8,4.0,-4664,-2,
,C,Paterson,CAR,M,5.0,76,0.2,0.28,3.0,3.4,2.0,0.7,-1875,-4,
,N,Kanté,CHE,M,5.0,96,0.28,0.28,3.4,3.4,2.3,19.2,730,0,
,A,Doucouré,WAT,M,5.9,86,0.25,0.24,3.5,3.4,3.0,1.3,-979,-1,
,A,Westwood,BUR,M,4.6,77,0.22,0.28,3.0,3.3,2.5,2.7,1028,1,
,T,Walcott,EVE,M,6.0,73,0.15,0.22,2.9,3.3,1.5,2.7,-815,0,
,G,Wijnaldum,LIV,M,5.5,80,0.2,0.24,3.1,3.3,4.8,1.1,1007,1,
,N,Redmond,SOU,M,5.3,96,0.23,0.25,3.2,3.3,2.8,2.3,-2957,-2,
,L,Torreira,ARS,M,4.8,79,0.1,0.25,2.5,3.2,1.5,3.7,-26962,-12,
,J,McArthur,CRY,M,4.8,89,0.23,0.25,3.1,3.2,3.5,3.2,1743,1,
,V,Camarasa,CAR,M,4.6,76,0.24,0.24,3.1,3.1,1.5,2.1,-2978,-2,
,W,Hughes,WAT,M,4.9,68,0.1,0.22,2.5,3.1,3.8,0.5,-145,0,
,G,Xhaka,ARS,M,5.2,79,0.17,0.19,2.9,3.0,1.0,2.3,-428,0,
,S,March,BHA,M,4.9,79,0.18,0.2,2.9,3.0,1.0,0.9,-2034,-4,
m,H,Barnes,LEI,M,5.5,20,0.13,0.18,2.7,3.0,2.8,0.4,993,4,
,F,Fernandinho,MCI,M,5.3,83,0.17,0.17,2.9,2.9,1.3,3.2,-6082,-3,
,M,Ritchie,NEW,M,5.8,82,0.12,0.16,2.7,2.9,2.0,0.6,-700,-2,
,M,Sissoko,TOT,M,4.9,70,0.12,0.16,2.6,2.8,3.0,0.3,777,4,
,M,Noble,WHU,M,4.8,64,0.13,0.17,2.6,2.8,4.5,0.4,4351,17,
,R,Neves,WOL,M,4.9,85,0.16,0.16,2.8,2.8,1.3,10.9,-9179,-1,
,J,Jorginho,CHE,M,4.6,89,0.15,0.15,2.7,2.7,4.3,5.8,10030,3,
,J,Seri,FUL,M,4.9,79,0.08,0.14,2.4,2.7,0.8,1.4,-452,-1,
,E,Capoue,WAT,M,4.8,86,0.15,0.15,2.7,2.7,2.8,0.5,-95,0,
,P,Højbjerg,SOU,M,4.4,75,0.14,0.14,2.6,2.6,2.3,2.5,9,0,
,D,Pröpper,BHA,M,4.8,82,0.1,0.1,2.5,2.5,5.0,0.2,310,2,
,P,Billing,HUD,M,4.5,81,0.11,0.11,2.5,2.5,1.3,1.4,227,0,
,J,Cork,BUR,M,4.6,96,0.09,0.09,2.4,2.4,2.0,0.6,-376,-1,
,W,Ndidi,LEI,M,4.9,99,0.08,0.08,2.4,2.4,1.8,0.8,114,0,
,O,Oriol Romeu,SOU,M,4.2,60,0.0,0.1,2.0,2.4,4.0,2.0,6409,5,
,I,Gueye,EVE,M,4.7,79,0.04,0.06,2.2,2.3,3.3,0.3,315,2,
,J,Hogg,HUD,M,4.4,69,0.0,0.05,2.0,2.2,1.8,0.3,-298,-2,
,N,Mendy,LEI,M,4.5,77,0.02,0.04,2.1,2.2,0.5,1.0,-247,0,
,N,Matic,MUN,M,5.0,78,0.04,0.04,2.2,2.2,0.5,0.7,-1301,-3,
,M,Diamé,NEW,M,4.8,72,0.0,0.04,2.0,2.2,0.8,0.1,6,0,
,J,Lerma,BOU,M,4.5,67,0.02,-0.02,2.1,1.9,0.8,0.2,-129,-1,
,H,Arter,CAR,M,4.9,67,-0.04,-0.02,1.8,1.9,1.0,0.2,-24,0,
